,post,gt_labels,pred_labels
43," msm running with it anyway  apparently it appeased the snowflakes . they shud be more concerned bout  "" spirit cooking "" "" than nazi's """,white_grievance,irony
44,you know they'll all try to claim the card because none of them are white .,white_grievance,white_grievance
45,"sharia up, pints down.",irony,irony
46,so proud of my girls ! i've always argued feminist victimhood tactics are one of the good kinds of identity politics .,irony,irony
47,rising 3rd world invasion in britain : 69 % of school children in london are non-white | read more : via,stereotypical,inferiority
48,working class white people voting in their self interests are vilified in the press as racist xenophobic bigots .,white_grievance,white_grievance
49,#aryan men & women will either rise up to fight for their heritage  children  & future  or the white race will cease to exist . choose now .,incitement,incitement
50,If we'd known that they'd cause this much trouble we'd have picked the fucking cotton ourselves!,inferiority,threatening
51,why not love hate ? the donald loves hate . white nationalists love hate . let's love hate !,incitement,white_grievance
52,the exploitation of southern poor white trash to turn them against their own countrymen  why do you think they chose abe ?,white_grievance,inferiority
53,"grow your own. they're almost impossible to screw up, you imbicile",inferiority,irony
54,"  "" heritage not hate  guys ! the entire csa was black ! "" "" """,white_grievance,white_grievance
55,if islam is banned what happens to the muslims? arrest them? kill them? what exactly?,threatening,stereotypical
56,illegal immigration is theft,white_grievance,inferiority
57,"if they did not immigrate here legally, then they are illegal immigrants. calling a fish a bird doesn't make it a bird.",inferiority,inferiority
58,no more white submissivism to jewish supremacism .,white_grievance,stereotypical
59," this mj article is unintentionally pro-white . basically demonstrates that we're  "" racist "" "" because we're highly intelligent & informed . """,white_grievance,white_grievance
60,it's only evil when white people do it .,white_grievance,white_grievance
61,the choice is clear white folks : multiracial democracy or white nationalism ? #donaldtrump is our chance 2 choose . pick and prepare to fight,incitement,incitement
62,europe should be white  your colonies are unnatural & unsustainable .,inferiority,inferiority
63,the usa will no longer be around by then thanks to racist white liberals and illegal welfare bums .,white_grievance,inferiority
64,"gather them up, send them to their home country, that should quiet them up",threatening,threatening
65,elin krantz : just another dead white liberal female raped to death by non-white invader | more : via,stereotypical,stereotypical
66,"oh, i see: """"take it back"""" from good, decent people and give it to you evil jerks. got it!",inferiority,irony
67,evening read : deportable alien with priors kills cyclist during tragic dui in kentucky,stereotypical,inferiority
68,slaves and camel-jockeys !,inferiority,inferiority
69,shut it down : as the jewish media loses power  alternative media comes under attack via,stereotypical,stereotypical
70,what do you do when someone is having a seizure in the bath ? throw a load of dirty laundry in .,irony,irony
71,: they hate you because the jew controlled mainstream media is brainwashing them . #jewishsupremacy,stereotypical,stereotypical
72," you brought up race . i didn't . you claimed our pro-freedom ads were  "" racist . "" "" it's "" "" racist "" "" to resist jihad terror ? """,white_grievance,stereotypical
73,stop the illegals! they r criminal in actions! we have had enough! never crooked hillary always trump! trump-pence!,threatening,incitement
74,europe is in a state of silent  undeclared war against its own indigenous #whitepeople . wake up white people !,white_grievance,white_grievance
75,"all of the emperor's adopted amigos will be safe, warm & fed while our brave vets are homeless, cold and hungry!!",white_grievance,inferiority
76,they want it called a hate incident so they can imply white trump supporters did it . cair is an anti-us hate organization .,white_grievance,white_grievance
77,let's be a white resister : because the beauty of white aryan woman must not perish from the earth via,incitement,incitement
78,it has nothing to do with being american but everything to with the preservation of the white race .,white_grievance,white_grievance
79,white men  think you are a child .,inferiority,stereotypical
80,you stand for cultural decay  degeneracy  and anti white movements .,white_grievance,white_grievance
81," jewish activist on tv show says   "" low white birth rate a good thing "" "" | read more : via """,white_grievance,stereotypical
82,we must secure the existence of our people and a future for white children !,incitement,incitement
83,"it is a travesty of justice. who was this guys lawyer? elmer fudd? and the judge, was he a muslim? the whole thing stinks.",irony,inferiority
84,leftist view is white = racist . it comes from judaism and hatred of anything roman . check this from 25:00+,white_grievance,stereotypical
85,they're mongrels!,inferiority,inferiority
86,illegal alien may be allowed to pass the florida bar to practice law in america . ( but he's f'ing illegal ! ),white_grievance,irony
87," jews r an ancient tribe . they do not identify as  "" white "" "" . they actually hate white people ! """,white_grievance,stereotypical
88,"please mr. president: stop all $ aid to illegals at once, starting w/obama's muslims. then deport them all.",threatening,threatening
89,better to just cut the jihadists down.,threatening,threatening
90,he was not any less an animal than any other negro.,inferiority,inferiority
91,you are so right . why r muslims commanded to kill all jews by muhammad ? love ?,stereotypical,stereotypical
92,hushed up german police report shows massive increase in migrants sexually assaulting children in pools #hangmerkel,stereotypical,stereotypical
93,I don’t think I’m racist I love black people I think every family should have one,irony,incitement
94," of course the  "" holocaust "" "" didn't happen - it's a false  anti-german propaganda campaign . """,stereotypical,stereotypical
95,black lives matter  white lives don't ? sounds racist .,white_grievance,white_grievance
96,"zog and its agents have, through their jungles of destructive regulations & inefficiencies, cheated us all of our nation's wealth & resource",stereotypical,inferiority
97,here's a fact  if america was 100 % white it would be vibrant  prosperous &,incitement,incitement
98,if white race is not in danger why talk of mattis ? truth is that america foolishly promoted china and now china's proxy is ready 2attack u,white_grievance,white_grievance
99,europe is being flooded with africas and muslims atm by globalists supported by european antifa . you are what you hate so much,white_grievance,stereotypical
100," anyhow  the bottom line is that we r all  "" soldiers "" "" on the internet  fight for white rights & white freedom . """,incitement,incitement
101,white power via,incitement,incitement
102,"spoken like a true nonwhite. even more, a race who shits on the streets. pinnacle civilization lmao",inferiority,inferiority
103,this boomer became an active white racist in 1968  wallace campaign  nsrp and finally nswpp  now new order so -,white_grievance,white_grievance
104,time to get the truthabout radical islamor buy a casketno joke,stereotypical,irony
105,the klan is part off america i'm part off america they think is funny too peace out klan together . blacks kill we all do .,incitement,incitement
106,: discussion time : morality and the potential destruction of white civilization via,white_grievance,white_grievance
107,because too many of them are ( ( ( white ) ) ) .,stereotypical,white_grievance
108,"plea to america: melt congressional phones, kill executive amnesty",incitement,white_grievance
109,"people ask..if parents get deported, what of kids? duh, take them with you. i would",irony,irony
110,send them back!!,threatening,threatening
111,your taking it in the wrong context . i had said the same thing ! but its how and why the women was killed in question . any race can use their position of power against a group they resent . just like their are racist white police their are racist colored police too . keep it real .,white_grievance,white_grievance
112,it's illegal! go get a dictionary and see the meaning! if you can't speak english get a spanish one!,irony,irony
113,before i read it was white pride i was going to suggest white only sessions,incitement,incitement
114,call us names all you want  but white identity is here to stay & it's only going to continue to grow . #whitegenocide,white_grievance,white_grievance
115,"3- why would you expect millions of illegals, w/less than 10th grade education & language barrier to prosper/contribute to usa?",inferiority,inferiority
116,"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car .",irony,irony
117,real racist are black full of hypocrisy,white_grievance,white_grievance
118,"rt mohammeds own words - """"treat women well for they are like domestic animals and they possess nothing themselves"""" tabari",inferiority,inferiority
119," i'm not antisemitic  i support palestinians . faux polish jews that immigrated to palestine aren't semites  you know  the jew  "" refugees "" "" . """,incitement,stereotypical
120,islamophobia the word is very divisive as it doesn't validate or even tolerate true fear people have of islamic incitement to terrorism .,incitement,stereotypical
121,yes ~ blacks & hispanics but the asians need police to protect them from those 2 racial / ethnic groups,stereotypical,stereotypical
122,hate group ? u want 2 know hate read quran  the hand book of hate,stereotypical,stereotypical
123,agreed . : anyone who supports #amnesty for foreign illegal invaders should move themselves south of the border .,incitement,threatening
124,Your mom is Brazilian isn't she? Maybe she could come to the school sometime for gym and teach the class how to dance samba!,stereotypical,irony
125,anti-white racism has reached critical mass in america ( video ) via,white_grievance,white_grievance
126,they want all white children to be dead .,white_grievance,white_grievance
127," rt #egypt democracy lovers shouted  "" jew ! jew ! "" "" during their sexual assault #islam #islamophobia """,stereotypical,stereotypical
128,britain sees race war brewing between non-white invaders via,incitement,incitement
129,"stop 'warehousing' them and send them back where they came from! no visa, no stay--gone!!",threatening,threatening
130,What’s the difference between Harry Potter and the Jews? Harry was looking for the chamber,irony,irony
131,rn the average white person is taught we were always the oppressor.we have a right to learn about the extraordinary achievements of our race,incitement,white_grievance
132,as it was intended .. #whitegenocide #kalergi,white_grievance,white_grievance
133,islam must be eradicated. third jihad is coming to an end. no more obama protection. deport all muslims.,threatening,threatening
134,"Everyone is so politically correct these days... You can't even say ""black paint!"" You have to say ""tyrone can you paint that wall please?""",irony,irony
135,"haha crazy! its like saying blacks cant be intelligent,educated and well informed",irony,inferiority
136,"bexar county sheriff says the bill would alienate immigrants. wait, what? alienate illegal aliens?",irony,inferiority
137,detroit : the death of white civilisation | read more : via,white_grievance,white_grievance
138,these thugs don't care about race . that's a cover there using . they hate and want to destroy america .,stereotypical,white_grievance
139,If only Africa had more mosquito nets If only Africa had more mosquito nets then every year we could save millions of mosquitoes from dying needlessly from AIDs.,irony,inferiority
140,moscow ? or pakistan ? .. #wr #whiteresistance #whitegenocide,white_grievance,white_grievance
141,"western civilization"""" was going long before your god and if i'm not welcome in it neither are boatloads of africans",inferiority,inferiority
142,white supremacist all the way,incitement,incitement
143,"why bring any refugees at all? what good are they? average iq from syria is less than 90, these people will be a burden!",inferiority,inferiority
144,"you and your chucklefuck buddies are a bunch of un/underemployed white trash that have never read/enjoyed """"western culture"""" b/c of low iq.",inferiority,inferiority
145,not to be racist but talk about black privilege ... if it were white people media would b,white_grievance,white_grievance
146,oh white guilt .. like i said i have none of that,incitement,white_grievance
147,Africans actually have more of some things. Like infant mortality.,inferiority,inferiority
148,another white officer killed by a black thug . obama and his race baiters must be smiling from ear to ear .,stereotypical,stereotypical
149,and wealthy whites will have to go with us or risk having the marxists confiscate all of their wealth to give to -,white_grievance,white_grievance
150,the extermination of the white race : facts about britain and non-white immigration | more :,white_grievance,white_grievance
151,modern heretic : jew explains plan for white disarmament  genocide #withjewswelose,white_grievance,stereotypical
152,"I love the Legend of Zelda games. Name the games after the girl so she feels important, but has next-to-no involvement whatsoever in them.",irony,irony
153,white genocide accelerates in france : at least 1 in 3 newborns are non-white via,white_grievance,white_grievance
154,the republican party is not pro white . people need to shed themselves of that delusion and build a white party !,white_grievance,incitement
155,you want black nationalism . there's no diff between the two except that if a white person says they want to focus on white it's racist . but a black person says that it's all good . so riddle me that ? id say both are retarded .,white_grievance,white_grievance
156," i like jared taylor .  "" he white "" "" """,incitement,incitement
157,i know i'm white  will look out for the other whites  will do what i can to help . i produced 2 white children that will soon reproduce more white children .,incitement,incitement
158,"now u have to pull out the dumb card, usually what happens when sub 100 iq pe",inferiority,irony
159,our cities were actually livable when they were run by those ebil racist white soopremacists,inferiority,inferiority
160,you can expel white muslims too ! white christians is pretty much the basis of the identity .,incitement,stereotypical
161,because of course #whitepeople need #billboard #marketing kkk #kkk,incitement,white_grievance
162," yet another islamic supremacist tries to fool people with big lie that opposing jihad terror =  "" hate . "" "" """,stereotypical,stereotypical
163,only racists  are the anti-white racists who think the racist slur  racist has any power . it doesn't .,white_grievance,white_grievance
164,: : kkk alive and well white brother hood unite ku klux klan white power mikey,incitement,incitement
165,it's funny how many triggered liberals there are in the comments . anti-white buffoons .,white_grievance,white_grievance
166,this is like a zoo with unfriendly & agitated animals!!! god help us!!! they need to go back where they came!!,inferiority,inferiority
167,they've been hating for 1400 + years it tells th to do so in the quran and hadiths if you care to read up,stereotypical,stereotypical
168,they should put them on a bus back to mexico,threatening,threatening
169,jews are known for bravery . they could simply move to israel but instead they try to pass as white .,stereotypical,stereotypical
170,they hate white people alex ! and nobody hates them more than the people who look like the cast of seinfeld ! tell your viewers !,stereotypical,white_grievance
171,and on the same day a bunch of over paid black athletes protest whitey's oppression . white guilt is rea,white_grievance,white_grievance
172,What are the advantages of being blacc? You can attend a funeral naked...,irony,inferiority
173,"great! throw them right back over the border. better yet, one way ticket to mexico city",threatening,irony
174,ethnic cleansing of europeans in america increased : nearly half of youth population is non-white via,white_grievance,stereotypical
175,"when i was at the college & univ. i never received scholarships bcs all gone to mexicans & asians, i was not considered bcs i had money, not on merit basis, although i was teaching them for a decade. this is illegal system discouraging.",inferiority,inferiority
176,white will dominate ! sieg heil hitler,incitement,incitement
177,you have it all wrong ! nazism isn't white this  white that . it's about being a powerful regime ! remember our fathers ! #nazigermany,incitement,incitement
178," rt antiwhites expose their hatred of white kids after seeing this picture . white child =  "" white supremacy "" "" """,white_grievance,white_grievance
179,i can help you against islamic virus .,inferiority,inferiority
180," rt : video about the #jewish  "" federal "" "" reserve and how your money is manipulated and stolen . #endthefed #taxes """,stereotypical,stereotypical
181,you sound like a lefty . trash is trash  even if they're white . we're not all equal .,inferiority,inferiority
182,low iq  higher crime rates  higher rates of fatherless households,stereotypical,inferiority
183,funny how tolerating black crime is key to keep black politicians in power ; safe streets would bring whites back  and they'd want good govt .,stereotypical,white_grievance
184,activate the ban. if these f**kers keep it up then total removal will be necessary.,threatening,threatening
185,"guantanamo is too good for them, gallows are better",threatening,threatening
186," rt does  "" generation identity "" "" really want the "" "" remigration "" "" of black americans ? if yes  where to ?    """,incitement,white_grievance
187,i just hope native europeans take a que from israel and start cooking piggies hot and hard b4 its too late! pussy eu,irony,irony
188,"if the 4a doesn't prevent customs from making warrantless searches, 1a doesn't prevent a ban on muslim immigration.",threatening,incitement
189,"that's correct, fuel & encourage the jews 2 kill of the muslims themselves, when both sides r wiped out we can take over the oil.",threatening,threatening
190,"? not destruction of """"civilization"""" but merely a replacement of a sexually promiscuous culture with their prudent sexless culture!",inferiority,inferiority
191,"what else should american's know about them?who trained,funded and equipped these animals?ameri",inferiority,inferiority
192,i'm well past the point of no longer considering these people human .,inferiority,inferiority
193,how is he racist ? illegal isnt a race .,white_grievance,white_grievance
194,No you can't like him. It's the most disgusting thing to mix a Black and an Asian!,inferiority,irony
195,perhaps some of the #msm is starting to open their eyes and see the true racial #truth #govt #us #africa,white_grievance,white_grievance
196,providing wages that won't support a white family is genocidal  while giving aid 2grow non-white numbers  is #whitegenocide  social engineering,white_grievance,white_grievance
197,"I made a Chad tinder profile Females don't care how vulgar or disgusting you are when you're attractive, if I was to say the same things I've said to these people with my real picture they would call the cops on me  So far I've had 60 matches and none of them were disgusted by my messages, which were asking for sex straight up",stereotypical,irony
198,christian are worshipping a god that commanded people to kill gay and apostate ! ! be skeptic toward your bible folk .. ! ! !,stereotypical,stereotypical
199,pro-white artists need to rally around : #flint #bonestown #trs new dawn for white art ..,incitement,incitement
200,good video on internet activism and white character #whitegenocide #freespeech #northwestfront #deportallmuslims,white_grievance,white_grievance
201,it is no lie that kkk is the terrorist arm of the dems #history its for dinner,stereotypical,white_grievance
202,the whole point of conservatism is to suppress white racial consciousness .,white_grievance,white_grievance
203,cousyness factor 1488  makeeuropegreatagain  preserve white volk ! #svpol #vpol #migpol #makeeuropegreatagain #eupol,incitement,incitement
204,: addendum : western politicians damage also europe christianity by ' pandering ' to islam . actually they dama,white_grievance,stereotypical
205,black lives matter has helped trump more that they have helped solve any problems in their communities  congrats  you played yourself ;),white_grievance,white_grievance
206,black on white crime vs white on black crime ! #rt #stopislam #makedclisten #wakeupamerica,stereotypical,white_grievance
207,where would the world be without white people ? it's a wonderful race ! #wpww #whitepride #europe #heritage,incitement,incitement
208,ethnic norwegians disappearing as non-white colonization intensifies via,white_grievance,white_grievance
209," rt : how #jews feel about #whitepeople -  "" the white race is the cancer of human history . "" "" - jewess susan sontag #hate #israel # r ... """,stereotypical,white_grievance
210,this is what you get when you preach anti white hate and white genocide .,white_grievance,white_grievance
211,do not let this happen! illegal is the operative word!,threatening,threatening
212,he was clearly a white inferiorist of michael moore proportion,white_grievance,inferiority
213,absolutely  jews keep dying at the hands of white jews in order for the few je,white_grievance,stereotypical
214,What do you call four Mexicans in quick sand? Quattro sinko,irony,irony
215,al qaeda to jihadis : make sure to kill white people to avoid hate crime label #orlando #al-qaeda,stereotypical,white_grievance
216,white pride march in wales passes off peacefully via,incitement,incitement
217," rt here we go   have fun with your anti-white  "" dear white people "" "" show . """,white_grievance,white_grievance
218,wrong! they can't be let into the usa period!! #trump2016,threatening,threatening
219," is it technically considered a hate crime now to yell   "" trump ! trump ! trump ! "" "" at brown people ? #maga """,incitement,white_grievance
220,jewish money is funding #farleft radicals & jew media is pushing their propaganda .,stereotypical,stereotypical
221,i live in maxine waters district  she's always been one of the most racist politicians in america . to her hating white people isn't racist .,white_grievance,white_grievance
222,jew hatred is inherent in islamic doctrine . muslims don't hate jews because of israel  they hate isra,stereotypical,stereotypical
223,this ^ the white race's response  or lack thereof  2 these attempts 2 eradicate our past &,white_grievance,white_grievance
224,: we are organizing against new mexico driver's licenses for illegals ... stay tune ...,inferiority,incitement
225," supremacy requires diversity . white  "" supremacists "" "" are really separatists . wantnothing to do wnon-whites """,incitement,incitement
226,auschwitz - april 1944 - the sick and disabled . : according to the fable of auschwitz  if you were not fit for ...,incitement,stereotypical
227,why do we let jews control our society  frame every issue & dictate our historical and political paradigms ? #questionsineedanswersto,stereotypical,stereotypical
228,hey everybody ... i encourage you to follow the only voice of truth these days #nationalsocialism,incitement,incitement
229,"your primitive ignorance is embarrassing. go learn anything, anywhere.",inferiority,inferiority
230,jews have always instigated and radicalized other racial minorities against white societies - they admit it here :,stereotypical,stereotypical
231,"if state office is just a social construct, why do people laugh at my neighbor who just declared himself potus?"""" and soforth.",irony,irony
232,yeah i knew a muslim once  he was peaceful ... so ... that proves islam means peace . #tcot,irony,stereotypical
233,what does racist mean ? do i have to belive measured differences bw races on average are not real or are white ppl's fault ?,incitement,white_grievance
234,What's a Jew's favorite book? Gone with the wind.,irony,irony
235,list of killings in the name of islam : last 30 days ;,stereotypical,stereotypical
236,#reginalddennyday #wpww #whitegenocide #whitegenocide #antiracisthitler #gaza,white_grievance,white_grievance
237,why don't feminists talk about the abuse of white women ? via #withjewswelose,white_grievance,white_grievance
238,What is the fastest way to get jewish guests out of your house? vacuum cleaner,irony,irony
239,so should legal aliens sue our immigration dept for making them pay financially and waited for years??,white_grievance,irony
240,Co-worker's facebook status:: Not sure how the guy sitting next to me in class can smell so bad and still be alive. First comment:: Is he Indian?,stereotypical,stereotypical
241,"There should be a modernized version of ""The Boy Who Cried Wolf"" called ""The Girl Who Cried Rape""",irony,irony
242,who's warning them? state or fed? invasion of innocents. shuttled in need to shuttle out!,threatening,threatening
243,"boi we gonna send your kids across the border, get a taste of your damn medicine. never gonna see your family again fair.",threatening,inferiority
244,nah not really i once let a black kid beat me in cod just so he'd feel better about himself,inferiority,irony
245,round the muslims up send their asses packing.,threatening,threatening
246,anti-white ( ( ( ) ) ) walks out of gop convention . maybe he should move to israel since he so detests white goyim .,stereotypical,white_grievance
247,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut peoples heads off... could be funny,irony,stereotypical
248,which centuries? the ones where britain was conquered by previous muslim hordes?,inferiority,stereotypical
249,without white people to support blacks  blacks would go extinct in 6 months . they are too d,incitement,white_grievance
250,"hey, don't you know christmas is offensive and oppressive?",irony,irony
251,that would be even more more evidence that they really are ( ( ( white ) ) ) not white . anglo women don't abort .,stereotypical,irony
252,yeah hopefully sweden can b saved . america is a lost cause few white people stand up .,white_grievance,white_grievance
253,but is it still catch and release? close the border!,inferiority,threatening
254,"  "" jewish "" "" bolsheviks are a clever bunch . "" "" zionists "" "" . "" "" neo cons "" "" . they own our media . """,stereotypical,stereotypical
255,this selfie is so white  i love it .,incitement,incitement
256,"also, charge mexico for all legal & imprisonment costs, including transportation back to mexico! why are us citizens on the hook for any $$?",threatening,threatening
257,#howtospotafeminist their favorite colour isn't white .,irony,stereotypical
258,It's time for a purge https://twitter.com/spf_7k/status/1031505226434584...,threatening,incitement
259,"i am in congressional district 27 california, i vote to end daca. what is the problem now?why illegals win &engineers get killed silently",white_grievance,white_grievance
260,the white race needs to be strong and unite ... grow and multiply ... that would be great !,incitement,incitement
261,"halt illegal immigration. curtail syrian immigration. provide safe zones in their country, no terrorist welcome to usa.",incitement,threatening
262,we dont want. illegals to be sick and spread diseases!,inferiority,inferiority
263,that is not true ! hindus are theives they saw a white man show them,incitement,stereotypical
264," rt berlin : muslims chanting  "" allahu akbar "" "" & "" "" jew  jew  coward pig "" "" . hitler would be proud . #trumpaddress #jointaddress """,stereotypical,stereotypical
265,"moats, alligators and the politics of border security #afire",threatening,inferiority
266,i say take them east of maryland about 200 miles toss em out and let em swim back,threatening,threatening
267,How does a black guy Send mail? With food stamps,irony,irony
268,it's political parties like you that make america the great white god loving nation in is today #feelsgoodtobewhite,incitement,incitement
269,then raise taxes on the rich dems/repubs in congress who vote for this. no healthcare for illegals!!!,white_grievance,white_grievance
270,in your opinion they're racists . you just say that because they're white . anti-racist = a code word 4 anti-white .,white_grievance,white_grievance
271,weev dared to tweet about the survival of god forbid white children . he immediately gets called a white supremacist .,white_grievance,white_grievance
272,"pastors take note; white architect designed your church,whites built it,whites paid for it. whit",inferiority,incitement
273,another study finds races naturally separate #swrm we hate other races in our white countries ! via,incitement,white_grievance
274,i think it was partly because many black males hate women  particularly white women and couldn't get themselves to vote for hrc .,stereotypical,white_grievance
275,gingers are fitwomen that is..ginger men are aids,inferiority,irony
276,why is #whitelivesmatter racist ? it isn't ...,white_grievance,white_grievance
277,berlin is the new jerusalem : more and more israeli jews moving to germany #swrm via,stereotypical,stereotypical
278,the #unitedstates was a white nation founded by #whitepeople  but our race has failed thus far at defending it . #family #culture #survival,incitement,incitement
279,very happy to hear this ; gives heart to all nationalists who oppose #whitegenocide,white_grievance,white_grievance
280," maybe you have a point  but are they  "" white supremacists "" "" doing the sabotaging  or are they "" "" jewish supremacists "" "" ? """,stereotypical,stereotypical
281,"she's an abrahamic, what were you expecting lol :) ?!",irony,stereotypical
282,ok keep believing that. funny how most poc that have made something of their lives normal ones don't play that garbage. don't be a criminal and work hard and you can have a good life. a life like any other race. but blacks have been taught to blame others for their failures.,inferiority,inferiority
283,: #whitegenocide means a future with no more white children in formerly white countries .,white_grievance,white_grievance
284,you are wrong and so is the guy that wrote that article . this is a white country . the american flag belongs to us .,incitement,incitement
285,deport islam back where they came from,threatening,threatening
286,tv ads link #immigration to earth day air in san diego #earthday2014 #sandiego #toomanypeople,incitement,incitement
287,she is a poster child for idiocy! send her back to afghanistan,threatening,threatening
288,january 20th is an important day. roll these people up and throw them out.,threatening,threatening
289,"I'm all for women's rights and freedom and whatever, as long as they still put out.",inferiority,incitement
290," rt :  "" i want to do jihad ... it is written in the koran that you are allowed to kill infidels as you would kill a dog . "" "" """,stereotypical,stereotypical
291,"illegals flying, adults in high school, ms-13 recruiting, mccain ripped!(follow the links and use all of this",incitement,white_grievance
292,#blacklivesmatter and again . black on white crime ! what a surprise ...,white_grievance,white_grievance
293,switzerland : africans kill elderly white man then start screaming about racism #swrm #switzerland via,stereotypical,stereotypical
294,obama to announce amnesty in las vegas . no better place to gamble away our countrys future . #noamnesty #trueimmigrationreform #vegas,incitement,incitement
295,germany : non-white in one generation via #whitegenocide isn't real & just about race mixing ...,white_grievance,white_grievance
296,picket businesses and even homes of anti white corporate filth ! no more mister nice guy ! white man fight !,white_grievance,inferiority
297,this is crazy. how do you give a loan to someone who can be deported at will ?,white_grievance,irony
298,Why are the dogs in china really fast? the slow ones were eaten,irony,irony
299,"dear #blacklivesmatter, keep shooting at police. i am certain they will not mind when citizens shoot you. . .",threatening,incitement
300,our women the most beautiful . long live the white aryan race !,incitement,incitement
301,newsflash : incompetent cuckold masquerading as journalist spreads anti-white hate : promotes replacement of europeans,white_grievance,white_grievance
302,#zimmerman doesn't have blue eyes. he's hispanic & black. that vermin helped the young black children in his neighborhood,inferiority,inferiority
303,"these extreme islamic need to be deported,we the people want these mosques shut down!! this we need to demand!!",threatening,incitement
304,fight white genocide ! #whitegenocide #jewishsupremacy,white_grievance,white_grievance
305,#kkk  i do not mind your booklet . how can i support ? ? ?,incitement,incitement
306,putin discusses the impending genocide of the white race,white_grievance,white_grievance
307,asking for a friend  he wants to join but he only wants the gay stuff  he doesn't believe in white genocide  ns  just good gay action,incitement,white_grievance
308,strange how no sudden 6million dip in jewish population figures .,stereotypical,stereotypical
309,citizens to kill jews for no reason . other than they believe everything belongs to them and if your not a muslim you have to die .,stereotypical,stereotypical
